HouseID,Step,Recommendation
2000916,305,0
2000916,306,0
2000916,307,1
2000916,308,0
2000916,309,0
2000916,310,1
2000916,311,1
2000916,312,1
2000916,313,1
2000916,314,1
2000916,315,0
2000916,316,0
2000916,317,1
2000916,318,1
2000916,319,0
2000916,320,0
2000916,321,0
2000916,322,1
2000916,323,0
2000916,324,0
2000916,325,0
2000916,326,0
2000916,327,1
2000916,328,1
2000916,329,0
2000916,330,1
2000916,331,0
2000916,332,0
2000916,333,0
2000916,334,1
2000916,335,1
2000916,336,1
2000916,337,1
2000916,338,1
2000916,339,0
2000916,340,0
2000916,341,1
2000916,342,1
2000916,343,0
2000916,344,0
2000916,345,0
2000916,346,0
2000916,347,1
2000916,348,1
2000916,349,0
2000916,350,0
2000916,351,0
2000916,352,1
2000916,353,1
2000916,354,1
2000916,355,1
2000916,356,1
2000916,357,1
2000916,358,1
2000916,359,1
2000916,360,1
2000916,361,1
2000916,362,1
2000916,363,0
2000916,364,0
2000916,365,1
2000916,366,1
2000916,367,0
2000916,368,0
2000916,369,0
2000916,370,0
2000916,371,0
2000916,372,1
2000916,373,0
2000916,374,1
2000916,375,1
2000916,376,1
2000916,377,0
2000916,378,0
2000916,379,1
2000916,380,0
2000916,381,1
2000916,382,1
2000916,383,0
2000916,384,0
2000916,385,1
2000916,386,1
2000916,387,1
2000916,388,0
2000916,389,1
2000916,390,1
2000916,391,0
2000916,392,0
2000916,393,0
2000916,394,0
2000916,395,0
2000916,396,0
2000916,397,1
2000916,398,1
2000916,399,1
2000916,400,1
2000916,401,1
2000916,402,1
2000916,403,1
2000916,404,0
2000916,405,0
2000916,406,1
2000916,407,1
2000916,408,1
2000916,409,1
2000916,410,1
2000916,411,0
2000916,412,0
2000916,413,1
2000916,414,1
2000916,415,0
2000916,416,0
2000916,417,0
2000916,418,0
2000916,419,0
2000916,420,0
2000916,421,1
2000916,422,1
2000916,423,1
2000916,424,1
2000916,425,0
2000916,426,1
2000916,427,0
2000916,428,1
2000916,429,1
2000916,430,0
2000916,431,1
2000916,432,1
2000916,433,1
2000916,434,1
2000916,435,0
2000916,436,0
2000916,437,1
2000916,438,0
2000916,439,0
2000916,440,0
2000916,441,0
2000916,442,1
2000916,443,0
2000916,444,0
2000916,445,0
2000916,446,0
2000916,447,0
2000916,448,1
2000916,449,1
2000916,450,1
2000916,451,0
2000916,452,0
2000916,453,0
2000916,454,1
2000916,455,1
2000916,456,1
2000916,457,1
2000916,458,1
2000916,459,0
2000916,460,0
2000916,461,1
2000916,462,1
2000916,463,0
2000916,464,0
2000916,465,0
2000916,466,1
2000916,467,0
2000916,468,0
2000916,469,1
2000916,470,0
2000916,471,1
2000916,472,1
2000916,473,0
2000916,474,1
2000916,475,0
2000916,476,0
2000916,477,0
2000916,478,0
2000916,479,1
2000916,480,1
2000916,481,1
2000916,482,1
2000916,483,1
2000916,484,0
2000916,485,1
2000916,486,1
2000916,487,0
2000916,488,0
2000916,489,0
2000916,490,1
2000916,491,0
2000916,492,1
2000916,493,1
2000916,494,0
2000916,495,1
2000916,496,1
2000916,497,1
2000916,498,0
2000916,499,0
2000916,500,0
2000916,501,0
2000916,502,1
2000916,503,1
2000916,504,1
2000916,505,1
2000916,506,1
2000916,507,0
2000916,508,0
2000916,509,1
2000916,510,0
2000916,511,1
2000916,512,1
2000916,513,0
2000916,514,1
2000916,515,0
2000916,516,1
2000916,517,0
2000916,518,0
2000916,519,0
2000916,520,1
2000916,521,1
2000916,522,0
2000916,523,0
2000916,524,0
2000916,525,1
2000916,526,1
2000916,527,1
2000916,528,1
2000916,529,1
2000916,530,1
2000916,531,0
2000916,532,0
2000916,533,1
2000916,534,1
2000916,535,1
2000916,536,1
2000916,537,0
2000916,538,0
2000916,539,0
2000916,540,1
2000916,541,0
2000916,542,1
2000916,543,1
2000916,544,1
2000916,545,0
2000916,546,0
2000916,547,0
2000916,548,1
2000916,549,1
2000916,550,1
2000916,551,0
2000916,552,1
2000916,553,1
2000916,554,1
2000916,555,1
2000916,556,0
2000916,557,1
2000916,558,1
2000916,559,1
2000916,560,1
2000916,561,0
2000916,562,0
2000916,563,0
2000916,564,0
2000916,565,1
2000916,566,0
2000916,567,0
2000916,568,0
2000916,569,0
2000916,570,0
2000916,571,1
2000916,572,1
2000916,573,0
2000916,574,1
2000916,575,1
2000916,576,1
2000916,577,1
2000916,578,1
2000916,579,0
2000916,580,0
2000916,581,1
2000916,582,1
2000916,583,1
2000916,584,1
2000916,585,0
2000916,586,1
2000916,587,0
2000916,588,0
2000916,589,1
2000916,590,0
2000916,591,1
2000916,592,1
2000916,593,0
2000916,594,0
2000916,595,0
2000916,596,1
2000916,597,1
2000916,598,1
2000916,599,1
2000916,600,1
2000916,601,1
2000916,602,1
2000916,603,1
2000916,604,0
2000916,605,1
2000916,606,0
2000916,607,1
2000916,608,1
2000916,609,0
2000916,610,1
2000916,611,0
2000916,612,0
2000916,613,0
2000916,614,0
2000916,615,0
2000916,616,1
2000916,617,0
2000916,618,0
2000916,619,1
2000916,620,0
2000916,621,0
2000916,622,1
2000916,623,1
2000916,624,1
2000916,625,1
2000916,626,1
2000916,627,1
2000916,628,0
2000916,629,1
2000916,630,1
2000916,631,1
2000916,632,1
2000916,633,0
2000916,634,1
2000916,635,0
2000916,636,1
2000916,637,1
2000916,638,0
2000916,639,1
2000916,640,1
2000916,641,1
2000916,642,1
2000916,643,0
2000916,644,0
2000916,645,0
2000916,646,1
2000916,647,1
2000916,648,1
2000916,649,1
2000916,650,1
2000916,651,0
2000916,652,0
2000916,653,0
2000916,654,0
2000916,655,1
2000916,656,1
2000916,657,0
2000916,658,1
2000916,659,0
2000916,660,0
2000916,661,0
2000916,662,0
2000916,663,1
2000916,664,1
2000916,665,0
2000916,666,0
2000916,667,0
2000916,668,1
2000916,669,1
2000916,670,1
2000916,671,1
2000916,672,1
2000916,673,1
2000916,674,1
2000916,675,0
2000916,676,0
2000916,677,1
2000916,678,1
2000916,679,1
2000916,680,1
2000916,681,0
2000916,682,1
2000916,683,0
2000916,684,0
2000916,685,1
2000916,686,0
2000916,687,0
2000916,688,0
2000916,689,1
2000916,690,0
2000916,691,0
2000916,692,0
2000916,693,0
2000916,694,1
2000916,695,1
2000916,696,1
2000916,697,1
2000916,698,1
2000916,699,1
2000916,700,0
2000916,701,1
2000916,702,1
2000916,703,0
2000916,704,0
2000916,705,0
2000916,706,0
2000916,707,0
2000916,708,1
2000916,709,1
2000916,710,1
2000916,711,1
2000916,712,1
2000916,713,1
2000916,714,1
2000916,715,0
2000916,716,1
2000916,717,1
2000916,718,1
2000916,719,1
2000916,720,1
2000916,721,1
2000916,722,1
2000916,723,1
2000916,724,1
2000916,725,1
2000916,726,1
2000916,727,0
2000916,728,0
2000916,729,0
2000916,730,0
2000916,731,0
2000916,732,0
2000916,733,1
2000916,734,0
2000916,735,1
2000916,736,0
2000916,737,1
2000916,738,1
2000916,739,1
2000916,740,0
2000916,741,1
2000916,742,1
2000916,743,1
2000916,744,1
2000916,745,1
2000916,746,1
2000916,747,1
2000916,748,0
2000916,749,1
2000916,750,1
2000916,751,0
2000916,752,0
2000916,753,0
2000916,754,1
2000916,755,0
2000916,756,0
2000916,757,1
2000916,758,0
2000916,759,0
2000916,760,0
2000916,761,0
2000916,762,0
2000916,763,0
2000916,764,1
2000916,765,0
2000916,766,0
2000916,767,1
2000916,768,0
2000916,769,1
2000916,770,1
2000916,771,0
2000916,772,0
2000916,773,0
2000916,774,1
2000916,775,0
2000916,776,0
2000916,777,0
2000916,778,1
2000916,779,0
2000916,780,1
2000916,781,0
2000916,782,0
2000916,783,0
2000916,784,1
2000916,785,0
2000916,786,0
2000916,787,1
2000916,788,1
2000916,789,0
2000916,790,1
2000916,791,1
2000916,792,1
2000916,793,1
2000916,794,1
2000916,795,0
2000916,796,0
2000916,797,1
2000916,798,1
2000916,799,0
2000916,800,0
2000916,801,0
2000916,802,1
2000916,803,0
2000916,804,1
2000916,805,1
2000916,806,0
2000916,807,0
2000916,808,1
2000916,809,1
2000916,810,0
2000916,811,1
2000916,812,1
2000916,813,1
2000916,814,1
2000916,815,1
2000916,816,1
2000916,817,1
2000916,818,1
2000916,819,1
2000916,820,0
2000916,821,1
2000916,822,1
2000916,823,0
2000916,824,0
2000916,825,0
2000916,826,0
2000916,827,0
2000916,828,1
2000916,829,0
2000916,830,1
2000916,831,1
2000916,832,0
2000916,833,1
2000916,834,1
2000916,835,1
2000916,836,1
2000916,837,1
2000916,838,1
2000916,839,1
2000916,840,1
2000916,841,1
2000916,842,1
2000916,843,0
2000916,844,0
2000916,845,1
2000916,846,1
2000916,847,0
2000916,848,0
2000916,849,0
2000916,850,1
2000916,851,0
2000916,852,1
2000916,853,0
2000916,854,0
2000916,855,1
2000916,856,1
2000916,857,1
2000916,858,1
2000916,859,1
2000916,860,1
2000916,861,1
2000916,862,1
2000916,863,1
2000916,864,1
2000916,865,1
2000916,866,1
2000916,867,1
2000916,868,0
2000916,869,1
2000916,870,0
2000916,871,0
2000916,872,0
2000916,873,0
2000916,874,0
2000916,875,0
2000916,876,1
2000916,877,1
2000916,878,0
2000916,879,1
2000916,880,1
2000916,881,1
2000916,882,1
2000916,883,1
2000916,884,1
2000916,885,1
2000916,886,1
2000916,887,1
2000916,888,1
2000916,889,1
2000916,890,1
2000916,891,1
2000916,892,1
2000916,893,1
2000916,894,1
2000916,895,0
2000916,896,0
2000916,897,0
2000916,898,0
2000916,899,0
2000916,900,0
2000916,901,1
2000916,902,1
2000916,903,1
2000916,904,0
2000916,905,1
2000916,906,1
2000916,907,1
2000916,908,1
2000916,909,0
2000916,910,1
2000916,911,0
2000916,912,1
2000916,913,1
2000916,914,1
2000916,915,0
2000916,916,0
2000916,917,1
2000916,918,1
2000916,919,0
2000916,920,0
2000916,921,0
2000916,922,0
2000916,923,0
2000916,924,1
2000916,925,1
2000916,926,0
2000916,927,0
2000916,928,1
2000916,929,1
2000916,930,1
2000916,931,1
2000916,932,1
2000916,933,1
2000916,934,1
2000916,935,1
2000916,936,1
2000916,937,1
2000916,938,1
2000916,939,1
2000916,940,0
2000916,941,1
2000916,942,1
2000916,943,0
2000916,944,0
2000916,945,0
2000916,946,0
2000916,947,0
2000916,948,1
2000916,949,0
2000916,950,0
2000916,951,0
2000916,952,1
2000916,953,1
2000916,954,1
2000916,955,1
2000916,956,1
2000916,957,1
2000916,958,1
2000916,959,1
2000916,960,1
2000916,961,1
2000916,962,1
2000916,963,1
2000916,964,0
2000916,965,1
2000916,966,1
2000916,967,0
2000916,968,0
2000916,969,0
2000916,970,0
2000916,971,1
2000916,972,1
2000916,973,0
2000916,974,0
2000916,975,0
2000916,976,1
2000916,977,0
2000916,978,0
2000916,979,1
2000916,980,1
2000916,981,0
2000916,982,1
2000916,983,1
2000916,984,1
2000916,985,1
2000916,986,1
2000916,987,1
2000916,988,0
2000916,989,1
2000916,990,1
2000916,991,1
2000916,992,1
2000916,993,1
2000916,994,0
2000916,995,1
2000916,996,0
2000916,997,1
2000916,998,1
2000916,999,1
2000916,1000,1
2000916,1001,0
2000916,1002,0
2000916,1003,0
2000916,1004,1
2000916,1005,0
2000916,1006,1
2000916,1007,1
2000916,1008,1
2000916,1009,1
2000916,1010,1
2000916,1011,1
2000916,1012,0
2000916,1013,0
2000916,1014,0
2000916,1015,0
2000916,1016,0
2000916,1017,0
2000916,1018,0
2000916,1019,1
2000916,1020,1
2000916,1021,0
2000916,1022,0
2000916,1023,1
2000916,1024,1
2000916,1025,1
2000916,1026,1
2000916,1027,1
2000916,1028,1
2000916,1029,1
2000916,1030,1
2000916,1031,0
2000916,1032,1
2000916,1033,1
2000916,1034,1
2000916,1035,1
2000916,1036,0
2000916,1037,1
2000916,1038,1
2000916,1039,0
2000916,1040,0
2000916,1041,0
2000916,1042,0
2000916,1043,0
2000916,1044,1
2000916,1045,0
2000916,1046,1
2000916,1047,1
2000916,1048,1
2000916,1049,1
2000916,1050,1
2000916,1051,0
2000916,1052,1
2000916,1053,1
2000916,1054,1
2000916,1055,1
2000916,1056,0
2000916,1057,1
2000916,1058,1
2000916,1059,1
2000916,1060,1
2000916,1061,1
2000916,1062,1
2000916,1063,0
2000916,1064,0
2000916,1065,0
2000916,1066,0
2000916,1067,0
2000916,1068,0
2000916,1069,1
2000916,1070,0
2000916,1071,1
2000916,1072,1
2000916,1073,0
2000916,1074,1
2000916,1075,1
2000916,1076,1
2000916,1077,1
2000916,1078,1
2000916,1079,1
2000916,1080,1
2000916,1081,1
2000916,1082,1
2000916,1083,1
2000916,1084,0
2000916,1085,1
2000916,1086,1
2000916,1087,0
2000916,1088,0
2000916,1089,0
2000916,1090,1
2000916,1091,0
2000916,1092,0
2000916,1093,1
2000916,1094,1
2000916,1095,1
2000916,1096,1
2000916,1097,1
2000916,1098,0
2000916,1099,1
2000916,1100,1
2000916,1101,1
2000916,1102,1
2000916,1103,1
2000916,1104,0
2000916,1105,1
2000916,1106,1
2000916,1107,1
2000916,1108,0
2000916,1109,1
2000916,1110,1
2000916,1111,0
2000916,1112,0
2000916,1113,0
2000916,1114,1
2000916,1115,0
2000916,1116,1
2000916,1117,1
2000916,1118,1
2000916,1119,0
2000916,1120,1
2000916,1121,1
2000916,1122,1
2000916,1123,1
2000916,1124,1
2000916,1125,1
2000916,1126,1
2000916,1127,1
2000916,1128,1
2000916,1129,1
2000916,1130,1
2000916,1131,0
2000916,1132,0
2000916,1133,0
2000916,1134,1
2000916,1135,0
2000916,1136,0
2000916,1137,0
2000916,1138,1
2000916,1139,0
2000916,1140,0
2000916,1141,0
2000916,1142,0
2000916,1143,0
2000916,1144,0
2000916,1145,0
2000916,1146,0
2000916,1147,1
2000916,1148,0
2000916,1149,0
2000916,1150,1
2000916,1151,1
2000916,1152,1
2000916,1153,1
2000916,1154,1
2000916,1155,1
2000916,1156,0
2000916,1157,1
2000916,1158,1
2000916,1159,0
2000916,1160,0
2000916,1161,0
2000916,1162,1
2000916,1163,0
2000916,1164,1
2000916,1165,1
2000916,1166,0
2000916,1167,1
2000916,1168,0
2000916,1169,0
2000916,1170,0
2000916,1171,1
2000916,1172,1
2000916,1173,0
2000916,1174,1
2000916,1175,1
2000916,1176,1
2000916,1177,1
2000916,1178,1
2000916,1179,1
2000916,1180,0
2000916,1181,1
2000916,1182,1
2000916,1183,0
2000916,1184,0
2000916,1185,0
2000916,1186,1
2000916,1187,0
2000916,1188,1
2000916,1189,0
2000916,1190,0
2000916,1191,0
2000916,1192,1
2000916,1193,1
2000916,1194,0
2000916,1195,0
2000916,1196,1
2000916,1197,1
2000916,1198,1
2000916,1199,1
2000916,1200,1
2000916,1201,1
2000916,1202,1
2000916,1203,1
2000916,1204,0
2000916,1205,1
2000916,1206,1
2000916,1207,0
2000916,1208,0
2000916,1209,0
2000916,1210,0
2000916,1211,1
2000916,1212,1
2000916,1213,0
2000916,1214,0
2000916,1215,0
2000916,1216,1
2000916,1217,0
2000916,1218,0
2000916,1219,0
2000916,1220,1
2000916,1221,0
2000916,1222,1
2000916,1223,1
2000916,1224,1
2000916,1225,1
2000916,1226,1
2000916,1227,0
2000916,1228,0
2000916,1229,1
2000916,1230,1
2000916,1231,0
2000916,1232,0
2000916,1233,0
2000916,1234,0
2000916,1235,1
2000916,1236,0
2000916,1237,0
2000916,1238,0
2000916,1239,0
2000916,1240,0
2000916,1241,0
2000916,1242,1
2000916,1243,0
2000916,1244,1
2000916,1245,1
2000916,1246,1
2000916,1247,0
2000916,1248,1
2000916,1249,1
2000916,1250,1
2000916,1251,0
2000916,1252,0
2000916,1253,1
2000916,1254,0
2000916,1255,0
2000916,1256,0
2000916,1257,1
2000916,1258,0
2000916,1259,0
2000916,1260,1
2000916,1261,0
2000916,1262,1
2000916,1263,0
2000916,1264,0
2000916,1265,0
2000916,1266,0
2000916,1267,0
2000916,1268,0
2000916,1269,0
2000916,1270,1
2000916,1271,1
2000916,1272,1
2000916,1273,1
2000916,1274,0
2000916,1275,0
2000916,1276,0
2000916,1277,0
2000916,1278,0
2000916,1279,0
2000916,1280,0
2000916,1281,1
2000916,1282,1
2000916,1283,1
2000916,1284,1
2000916,1285,0
2000916,1286,0
2000916,1287,1
2000916,1288,0
2000916,1289,0
2000916,1290,0
2000916,1291,1
2000916,1292,0
2000916,1293,0
2000916,1294,1
2000916,1295,1
2000916,1296,1
2000916,1297,1
2000916,1298,1
2000916,1299,0
2000916,1300,0
2000916,1301,0
2000916,1302,0
2000916,1303,0
2000916,1304,0
2000916,1305,1
2000916,1306,0
2000916,1307,1
2000916,1308,0
2000916,1309,1
2000916,1310,1
2000916,1311,1
2000916,1312,1
2000916,1313,1
2000916,1314,1
2000916,1315,1
2000916,1316,1
2000916,1317,1
2000916,1318,1
2000916,1319,1
2000916,1320,1
2000916,1321,1
2000916,1322,1
2000916,1323,0
2000916,1324,0
2000916,1325,0
2000916,1326,0
2000916,1327,0
2000916,1328,0
2000916,1329,1
2000916,1330,0
2000916,1331,1
2000916,1332,0
2000916,1333,0
2000916,1334,0
2000916,1335,1
2000916,1336,1
2000916,1337,0
2000916,1338,1
2000916,1339,1
2000916,1340,1
2000916,1341,1
2000916,1342,1
2000916,1343,1
2000916,1344,0
2000916,1345,1
2000916,1346,1
2000916,1347,0
2000916,1348,0
2000916,1349,0
2000916,1350,0
2000916,1351,0
2000916,1352,0
2000916,1353,1
2000916,1354,0
2000916,1355,1
2000916,1356,0
2000916,1357,0
2000916,1358,1
2000916,1359,1
2000916,1360,1
2000916,1361,0
2000916,1362,1
2000916,1363,0
2000916,1364,1
2000916,1365,1
2000916,1366,1
2000916,1367,1
2000916,1368,1
2000916,1369,1
2000916,1370,0
2000916,1371,0
2000916,1372,0
2000916,1373,0
2000916,1374,0
2000916,1375,0
2000916,1376,0
2000916,1377,0
2000916,1378,0
2000916,1379,1
2000916,1380,0
2000916,1381,0
2000916,1382,1
2000916,1383,1
2000916,1384,1
2000916,1385,1
2000916,1386,0
2000916,1387,1
2000916,1388,1
2000916,1389,1
2000916,1390,1
2000916,1391,1
2000916,1392,1
2000916,1393,1
2000916,1394,1
2000916,1395,0
2000916,1396,0
2000916,1397,0
2000916,1398,0
2000916,1399,0
2000916,1400,0
2000916,1401,0
2000916,1402,0
2000916,1403,1
2000916,1404,1
2000916,1405,0
2000916,1406,1
2000916,1407,1
2000916,1408,1
2000916,1409,0
2000916,1410,1
2000916,1411,0
2000916,1412,1
2000916,1413,0
2000916,1414,1
2000916,1415,1
2000916,1416,1
2000916,1417,1
2000916,1418,0
2000916,1419,0
2000916,1420,0
2000916,1421,0
2000916,1422,0
2000916,1423,0
2000916,1424,0
2000916,1425,1
2000916,1426,0
2000916,1427,0
2000916,1428,0
2000916,1429,1
2000916,1430,1
2000916,1431,1
2000916,1432,1
2000916,1433,0
2000916,1434,0
2000916,1435,1
2000916,1436,0
2000916,1437,1
2000916,1438,1
2000916,1439,1
2000916,1440,1
2000916,1441,1
2000916,1442,0
2000916,1443,0
2000916,1444,0
2000916,1445,0
2000916,1446,0
2000916,1447,0
2000916,1448,0
2000916,1449,0
2000916,1450,0
2000916,1451,1
2000916,1452,1
2000916,1453,1
2000916,1454,0
2000916,1455,1
2000916,1456,1
2000916,1457,1
2000916,1458,1
2000916,1459,1
2000916,1460,1
2000916,1461,1
2000916,1462,1
2000916,1463,0
2000916,1464,1
2000916,1465,1
2000916,1466,0
2000916,1467,0
2000916,1468,0
2000916,1469,0
2000916,1470,0
2000916,1471,0
2000916,1472,0
2000916,1473,1
2000916,1474,0
2000916,1475,0
2000916,1476,1
2000916,1477,1
2000916,1478,1
2000916,1479,1
2000916,1480,1
2000916,1481,0
2000916,1482,0
2000916,1483,1
2000916,1484,0
2000916,1485,1
2000916,1486,0
2000916,1487,1
2000916,1488,0
2000916,1489,1
2000916,1490,1
2000916,1491,0
2000916,1492,0
2000916,1493,0
2000916,1494,0
2000916,1495,0
2000916,1496,0
2000916,1497,1
2000916,1498,0
2000916,1499,0
2000916,1500,0
2000916,1501,1
2000916,1502,0
2000916,1503,1
2000916,1504,1
2000916,1505,0
2000916,1506,1
2000916,1507,0
2000916,1508,1
2000916,1509,1
2000916,1510,0
2000916,1511,1
2000916,1512,1
2000916,1513,1
2000916,1514,1
2000916,1515,0
2000916,1516,0
2000916,1517,0
2000916,1518,0
2000916,1519,0
2000916,1520,0
2000916,1521,1
2000916,1522,0
2000916,1523,0
2000916,1524,1
2000916,1525,0
2000916,1526,0
2000916,1527,0
2000916,1528,1
2000916,1529,1
2000916,1530,0
2000916,1531,1
2000916,1532,0
2000916,1533,0
2000916,1534,1
2000916,1535,1
2000916,1536,1
2000916,1537,1
2000916,1538,1
2000916,1539,0
2000916,1540,0
2000916,1541,0
2000916,1542,0
2000916,1543,0
2000916,1544,0
2000916,1545,0
2000916,1546,0
2000916,1547,0
2000916,1548,1
2000916,1549,1
2000916,1550,1
2000916,1551,1
2000916,1552,1
2000916,1553,0
2000916,1554,0
2000916,1555,1
2000916,1556,1
2000916,1557,0
2000916,1558,1
2000916,1559,1
2000916,1560,0
2000916,1561,0
2000916,1562,1
2000916,1563,0
2000916,1564,0
2000916,1565,0
2000916,1566,0
2000916,1567,0
2000916,1568,0
2000916,1569,0
2000916,1570,0
2000916,1571,0
2000916,1572,1
2000916,1573,0
2000916,1574,0
2000916,1575,1
2000916,1576,1
2000916,1577,0
2000916,1578,1
2000916,1579,1
2000916,1580,1
2000916,1581,1
2000916,1582,1
2000916,1583,1
2000916,1584,0
2000916,1585,0
2000916,1586,0
2000916,1587,0
2000916,1588,0
2000916,1589,0
2000916,1590,0
2000916,1591,0
2000916,1592,0
2000916,1593,0
2000916,1594,0
2000916,1595,1
2000916,1596,1
2000916,1597,0
2000916,1598,1
2000916,1599,1
2000916,1600,1
2000916,1601,1
2000916,1602,1
2000916,1603,1
2000916,1604,0
2000916,1605,1
2000916,1606,1
2000916,1607,0
2000916,1608,1
2000916,1609,0
2000916,1610,0
2000916,1611,0
2000916,1612,0
2000916,1613,0
2000916,1614,0
2000916,1615,0
2000916,1616,0
2000916,1617,0
2000916,1618,0
2000916,1619,1
2000916,1620,1
2000916,1621,0
2000916,1622,1
2000916,1623,1
2000916,1624,1
2000916,1625,1
2000916,1626,0
2000916,1627,1
2000916,1628,1
2000916,1629,1
2000916,1630,1
2000916,1631,1
2000916,1632,1
2000916,1633,1
2000916,1634,0
2000916,1635,0
2000916,1636,0
2000916,1637,0
2000916,1638,0
2000916,1639,0
2000916,1640,0
2000916,1641,1
2000916,1642,0
2000916,1643,1
2000916,1644,1
2000916,1645,1
2000916,1646,1
2000916,1647,1
2000916,1648,1
2000916,1649,0
2000916,1650,1
2000916,1651,0
2000916,1652,1
2000916,1653,1
2000916,1654,1
2000916,1655,1
2000916,1656,1
2000916,1657,1
2000916,1658,1
2000916,1659,0
2000916,1660,0
2000916,1661,0
2000916,1662,0
